,projectName,searchResults
0,jsmarkov,"213,000"
0,jsmap,"6,180"
0,jsmacs,"26,000,000"
0,jsmacro,"14,500,000"
0,jslogger,"2,660"
0,jsload,"32,700,000"
0,jsllc,"447,000"
0,jslist,"299,000"
0,jslintmate,"1,010"
0,jslint_spidermonkey,"7,100"
0,jslint4java,"10,900"
0,jslint.vim,"42,900"
0,jslint-tmbundle,"1,150"
0,jslint-plugin-for-jedit,"89,000"
0,jslint,"247,000"
0,jslides,"9,150,000"
0,jslib,"52,400"
0,jslex,"3,400"
0,jskata,"21,500,000"
0,jsizes,"28,700,000"
0,jsites,"85,032,704"
0,jsinject,"2,390,000"
0,jsi,"3,410,000"
0,jshq,"402,000"
0,jshoulda,"957,000"
0,jshash,"5,430"
0,jshamcrest,"6,210"
0,jsh,"1,760,000"
0,jsgraph,"6,030,000"
0,jsgif,"5,740"
0,jsgi-tools,"10,700"
0,jsgi-node,"5,000"
0,jsgameviewer,"6,800,000"
0,jsgames,"229,000,000"
0,jsgame,"55,500"
0,jsfun,"10,500"
0,jsframe,"1,250,000"
0,jsf-maven-util,"2,690,000"
0,jsextract,"21,000,000"
0,jsdom,"384,000"
0,jsdoc-toolkit,"68,400"
0,jsdoc-simple,"289,000"
0,jsdoc,"799,000"
0,jsdl,"514,000"
0,jsdifflib,"2,200"
0,jsdeferred,"1,210,000"
0,jscrypt,"42,200,000"
0,jscribd,"14,100,000"
0,jscreole,"6,720,000"
0,jscoverage,"7,680"
0,jscouch,"5,930,000"
0,jscore,"29,300"
0,jsclass,"41,400,000"
0,jscalendar,"17,400"
0,jsc,"8,660,000"
0,jsbin,"24,900,000"
0,jsb,"3,790,000"
0,jsaxus,452
0,jsaudio,"901,000"
0,js_validate,"30,100,000"
0,js_util,"49,700,000"
0,js_testing,"20,800,000"
0,js_runit,"13,400,000"
0,js_refactoring_demo,"63,300,000"
0,js_hierarchical_select,"81,600,000"
0,js_filter_example,"4,330,000"
0,js_attributes,"32,800,000"
0,jsWidgets,"27,300,000"
0,jsVim,"396,000"
0,jsViews,"70,900"
0,jsPredicate,"2,250,000"
0,jsPivotTable,"1,930,000"
0,jsPDF,"387,000"
0,jsLazyLinq,17
