,projectName,searchResults
0,recess,"7,970,000"
0,reccage,"2,250,000"
0,recbutton,"11,500,000"
0,recaptcha,"10,000,000"
0,rebound,"8,230,000"
0,reblog.py,"45,300"
0,rebase,"2,250,000"
0,reappy,"11,800"
0,realty,"31,800,000"
0,realtimelinks,"7,720,000"
0,realtime_image_analysis,"809,000"
0,realtime,"18,000,000"
0,really-simple-tooltips,"112,000,000"
0,realhatenastar,"208,000,000"
0,real_transparency,"36,600,000"
0,real_time_voting,"5,700,000"
0,real_app,"253,000,000"
0,readyinrealtime,"485,000"
0,readtracking,"143,000,000"
0,readmo,"12,000,000"
0,readmagick,"936,000"
0,readline.js,"2,190,000"
0,readlater,"20,900,000"
0,reader2twitter_appengine,"27,700,000"
0,readability.py,"19,100,000"
0,readability-redux,"816,000"
0,read-this-next,"178,000,000"
0,reactive,"13,600,000"
0,rea-www,"24,600,000"
0,re2sm,"450,000"
0,re2,"2,920,000"
0,re.load.js,"97,500,000"
0,re-factor,"3,090,000"
0,re-engine-plugin,"28,500,000"
0,re-engine-RE2,"14,200,000"
0,rdreiflask,31
0,rdrei,"11,200,000"
0,rdopts,"2,050"
0,rdiscount,"35,900,000"
0,rdis_1,"12,700,000"
0,rdfquery,"530,000"
0,rdf_distiller,"33,000"
0,rdf-music,"759,000"
0,rdesktop,"153,000"
0,rdecay,"12,300,000"
0,rddi-last.fm-scrobbler,"815,000"
0,rdb,"4,040,000"
0,rcputils,"14,900"
0,rcplugin_bounce,"220,000"
0,rcoremidi,"6,720,000"
0,rcfw,"218,000"
0,rcfiles,"9,620"
0,rcch,"311,000"
0,rcbc,"17,400,000"
0,rc2ui-for-Qt4,"13,600"
0,rc10-code-samples,"104,000,000"
0,rc-vacation,"6,090,000"
0,rbzmq,"3,440"
0,rbvfs,"3,300"
0,rbtree,"66,700"
0,rbtools,"11,100"
0,rbtmedieval,"45,800"
0,rbluez,"454,000"
0,rbktoblzcheck,62
0,rbkb,"283,000"
0,rbfnv,"152,000"
0,rbf,"2,860,000"
0,rbe-worthit,"293,000"
0,rbartman,"338,000"
0,rb_extension,"6,580,000"
0,rb-schedule,"205,000"
0,rb-party-lockdown,"33,400,000"
0,rb-parsetree19,40
0,rb-gsl,"126,000"
