,projectName,searchResults
0,android_packages_apps_Protips,"47,100,000"
0,android_packages_apps_Phone,"217,000,000"
0,android_packages_apps_Music,"43,900,000"
0,android_packages_apps_Mms_SBM,"17,800,000"
0,android_packages_apps_Mms,"49,500,000"
0,android_packages_apps_Launcher2,"47,100,000"
0,android_packages_apps_Launcher,"55,800,000"
0,android_packages_apps_Gallery3D,"6,730,000"
0,android_packages_apps_GEMSettings,"551,000"
0,android_packages_apps_Email,"174,000,000"
0,android_packages_apps_EliotStockerMusic,"47,200,000"
0,android_packages_apps_DeskClock,"47,400,000"
0,android_packages_apps_CytownPhone,"47,100,000"
0,android_packages_apps_Contacts,"146,000,000"
0,android_packages_apps_Camera,"28,800,000"
0,android_packages_apps_CMParts,"47,100,000"
0,android_packages_apps_Browser,"26,600,000"
0,android_packages_apps_ADWLauncher,"51,500"
0,android_nowplaying_mushroom,"2,130,000"
0,android_intent_sample,"2,570,000"
0,android_install_zip,"127,000,000"
0,android_idroid,"254,000,000"
0,android_hardware_qcom_mm-core,"9,170,000"
0,android_hardware_msm7k,"37,900,000"
0,android_hardware_libhardware_legacy,"8,740,000"
0,android_hardware_libhardware,"28,900"
0,android_frameworks_policies_base,"935,000"
0,android_frameworks_base.gem,"21,600,000"
0,android_frameworks_base,"87,100"
0,android_flip,"23,900,000"
0,android_external_wpa_supplicant,"134,000"
0,android_external_wireless-tools,"22,700,000"
0,android_external_webkit,"39,800,000"
0,android_external_vixie-cron,"80,900"
0,android_external_skia,"39,000,000"
0,android_external_rsync,"39,300,000"
0,android_external_openvpn,"62,300,000"
0,android_external_openssl,"3,780,000"
0,android_external_opencore,"39,200,000"
0,android_external_nano,"44,800,000"
0,android_external_mtpd,"39,000,000"
0,android_external_libncurses,"39,000,000"
0,android_external_knock,"41,500,000"
0,android_external_klogtail,"38,800,000"
0,android_external_iptables,"39,300,000"
0,android_external_e2fsprogs,"39,000,000"
0,android_external_dropbear,"38,700,000"
0,android_external_dnsmasq,"39,100,000"
0,android_external_cwiid,"38,900,000"
0,android_external_compcache,"39,100,000"
0,android_external_busybox,"39,300,000"
0,android_external_bluetooth_bluez.gem,"1,920,000"
0,android_external_bluetooth_bluez,"13,800,000"
0,android_external_bash,"22,000,000"
0,android_device_htc_supersonic,"7,020,000"
0,android_device_htc_passion-common,"14,000,000"
0,android_device_htc_hero,"21,100,000"
0,android_device_htc_espresso,"7,790,000"
0,android_device_htc_dream_sapphire,"8,060,000"
0,android_device_htc_bravo,"8,710,000"
0,android_development,"10,800,000"
0,android_dalvik,"135,000"
0,android_build.gem,"58,500,000"
0,android_build,"12,700,000"
0,android_bootable_recovery_galaxy,"31,400,000"
0,android_bootable_recovery,"12,900,000"
0,android_bionic,"1,390,000"
0,android_MmsReq,"271,000"
0,android-ttTumblr,"241,000"
0,android-sdk-epubs,"31,500,000"
0,android-remote-stacktrace,"192,000"
0,android-palindrome-tipper,"701,000"
0,android-nextbus,"252,000"
0,android-mystats,"380,000"
0,android-junit-report,"59,400,000"
0,android-jplay,"90,500,000"
0,android-htc-ril,"9,680,000"
0,android-desktop-clock,"18,000,000"
0,android-clickclicknext,"815,000"
0,android-autostarts,"88,400"
0,android,"90,800,000"
0,andreisavu.github.com,"25,000"
0,ancient-legends,"700,000"
0,ancestor,"5,780,000"
0,anbt-easydoc,"24,700"
0,analyze-google-calendar-data,"73,700,000"
0,analysisTools,"27,600,000"
0,analogpad,"7,710,000"
0,analog,"18,300,000"
0,anagrams,"3,080,000"
0,amsn2,"502,000"
0,amrenc,"5,440,000"
0,amqpcpp,"20,500"
0,amqp-rest,"261,000"
0,amqp,"1,420,000"
0,amqdemo,"47,000"
0,ampp,"600,000"
0,amplesdk-releases,"61,000"
0,amplesdk,"888,000"
0,amoore-bin-utils,"1,190,000"
0,amonestacions,"143,000"
0,amoeba,"3,080,000"
0,amo-validator,"416,000"
0,amnesia,"5,080,000"
0,amillionmonkeys,"18,400,000"
0,amie_udfs,"54,500"
0,amicitia,"194,000"
0,amgGenre,"898,000"
0,amfm,"554,000"
0,american_craft_beer,"341,000"
0,amelem,"11,100"
0,amega,"360,000"
0,amee.platform.service,"76,900,000"
0,amee.platform.resource,"55,700,000"
0,amee.platform.domain,"36,500,000"
0,amee-python,"12,500"
0,amd,"32,700,000"
0,ambiente-jme,"44,400"
0,amber-alert,"3,700,000"
0,amazon_currencyConvertion,"604,000"
0,amazon2facebook,"182,000,000"
0,amazon,"202,000,000"
0,amayadori,"121,000"
0,amarok-radio-cn,"58,700,000"
0,amalgalite,"2,960"
0,am,"375,000,000"
0,always_hatebu_favorites,"31,400,000"
0,alum,"11,900,000"
0,altworld,"1,030,000"
0,altris,"234,000"
0,altnetgitdemo,5
0,altered_beast,"868,000"
0,alt,"39,800,000"
0,alpkem,"6,160"
0,alphasign,"6,660"
0,alpha-ioq3,"2,730"
0,alpha-hub,"353,000"
0,alpha,"36,100,000"
0,alonetone,"6,730"
